"AWifi","BWifi","CWifi","Cell"
"27","73","67","G"
"26","72","68","G"
"27","72","68","G"
"27","66","60","G"
"26","51","62","G"
"26","65","59","G"
"28","65","60","G"
"27","67","61","G"
"27","64","60","G"
"26","69","64","G"
"27","71","63","G"
"26","73","63","G"
"27","73","67","G"
"27","73","67","G"
"27","73","68","G"
"26","73","68","G"
"27","72","71","G"
"26","73","67","G"
"27","72","68","G"
"27","73","67","G"
"26","73","68","G"
"27","74","68","G"
"27","74","67","G"
"28","72","67","G"
"26","73","67","G"
"26","73","66","G"
"26","72","67","G"
"28","72","67","G"
"27","72","67","G"
"27","73","67","G"
"27","73","67","G"
"26","73","69","G"
"25","73","67","G"
"27","74","68","G"
"27","73","67","G"
"27","76","68","G"
"27","73","68","G"
"27","72","67","G"
"27","72","68","G"
"27","73","68","G"
"26","73","68","G"
"26","73","67","G"
"26","73","67","G"
"26","73","67","G"
"27","73","67","G"
"26","74","67","G"
"27","73","67","G"
"27","72","67","G"
"27","75","67","G"
"27","72","67","G"
"27","78","70","G"
"26","73","68","G"
"27","73","67","G"
"27","73","67","G"
"26","74","67","G"
"26","73","67","G"
"27","74","67","G"
"27","74","69","G"
"26","73","67","G"
"26","72","68","G"
"26","76","67","G"
"26","77","67","G"
"27","73","67","G"
"27","73","68","G"
"26","73","67","G"
"26","72","68","G"
"27","73","68","G"
"25","73","68","G"
"26","74","67","G"
"27","74","67","G"
"26","72","68","G"
"26","74","67","G"
"26","73","64","G"
"27","73","68","G"
"27","74","67","G"
"26","76","67","G"
"26","74","69","G"
"26","73","68","G"
"27","73","67","G"
"27","72","68","G"
"26","72","69","G"
"26","73","68","G"
"26","72","67","G"
"26","73","67","G"
"27","73","67","G"
"26","72","68","G"
"28","76","68","G"
"26","73","67","G"
"27","72","68","G"
"26","72","68","G"
"26","73","67","G"
"27","74","67","G"
"27","50","68","G"
"26","74","68","G"
"27","73","68","G"
"27","74","68","G"
"26","73","67","G"
"26","73","67","G"
"27","77","67","G"
"27","76","68","G"
"26","77","67","G"
"25","73","67","G"
"26","74","67","G"
"27","74","67","G"
"26","72","67","G"
"26","75","70","G"
"26","68","64","G"
"26","69","62","G"
"18","72","64","G"
"21","69","62","G"
"20","68","62","G"
"17","67","64","G"
"17","67","60","G"
"15","71","66","G"
"17","69","63","G"
"16","67","61","G"
"16","68","62","G"
"16","69","60","G"
"15","68","61","G"
"16","68","64","G"
"17","68","61","G"
"17","68","60","G"
"19","68","61","G"
"16","68","60","G"
"16","68","63","G"
"16","68","62","G"
"18","68","60","G"
"17","68","65","G"
"17","68","62","G"
"16","68","63","G"
"16","67","60","G"
"17","68","62","G"
"15","67","63","G"
"18","67","60","G"
"16","68","61","G"
"17","68","63","G"
"19","69","60","G"
"17","67","63","G"
"18","68","60","G"
"18","68","62","G"
"16","68","62","G"
"18","68","61","G"
"15","68","64","G"
"15","68","60","G"
"14","67","60","G"
"15","68","61","G"
"17","69","61","G"
"17","68","60","G"
"18","67","63","G"
"16","67","59","G"
"17","68","64","G"
"18","69","60","G"
"15","68","64","G"
"15","67","61","G"
"15","67","61","G"
"14","68","62","G"
"15","68","61","G"
"15","68","63","G"
"17","68","60","G"
"16","68","64","G"
"16","68","60","G"
"16","68","64","G"
"16","68","64","G"
"16","68","64","G"
"18","67","62","G"
"18","68","62","G"
"15","67","64","G"
"16","68","63","G"
"15","67","61","G"
"16","68","61","G"
"16","68","65","G"
"16","68","62","G"
"15","68","57","G"
"17","68","61","G"
"16","69","66","G"
"16","69","63","G"
"16","68","62","G"
"18","68","61","G"
"16","69","62","G"
"17","67","61","G"
"17","69","61","G"
"15","68","60","G"
"18","67","72","G"
"16","67","60","G"
"18","67","63","G"
"17","67","65","G"
"15","67","64","G"
"18","67","60","G"
"15","67","60","G"
"18","69","62","G"
"18","68","62","G"
"18","68","64","G"
"15","68","61","G"
"16","68","60","G"
"15","69","61","G"
"18","68","65","G"
"16","68","61","G"
"15","68","66","G"
"17","69","61","G"
"18","68","56","G"
"14","67","64","G"
"16","69","61","G"
"16","68","60","G"
"17","68","61","G"
"18","68","63","G"
"18","68","63","G"
"17","68","62","G"
"18","68","64","G"
"17","69","60","G"
"17","68","63","G"
"15","68","63","G"
"16","69","64","G"
"18","70","69","G"
"17","74","69","G"
"16","74","62","G"
"34","67","58","G"
"45","74","68","G"
"41","78","64","G"
"42","81","62","G"
"38","81","64","G"
"41","81","62","G"
"41","80","63","G"
"40","81","63","G"
"45","79","63","G"
"43","81","64","G"
"41","78","62","G"
"41","82","63","G"
"39","80","64","G"
"34","80","66","G"
"39","79","63","G"
"35","80","66","G"
"44","81","66","G"
"39","81","66","G"
"34","82","66","G"
"35","81","65","G"
"40","81","66","G"
"34","81","66","G"
"36","62","66","G"
"40","79","68","G"
"39","82","68","G"
"40","81","66","G"
"39","77","67","G"
"34","77","68","G"
"35","79","67","G"
"35","79","67","G"
"35","78","66","G"
"34","79","65","G"
"35","79","66","G"
"35","80","66","G"
"35","80","66","G"
"38","80","66","G"
"40","82","67","G"
"34","84","66","G"
"43","79","66","G"
"35","82","66","G"
"36","81","66","G"
"35","81","65","G"
"36","82","64","G"
"35","81","66","G"
"36","80","66","G"
"35","81","66","G"
"36","81","66","G"
"35","82","66","G"
"35","81","66","G"
"36","81","66","G"
"35","81","66","G"
"35","81","66","G"
"36","82","66","G"
"36","82","65","G"
"35","79","65","G"
"36","81","65","G"
"36","82","66","G"
"34","82","65","G"
"36","80","65","G"
"36","82","66","G"
"35","82","66","G"
"36","80","64","G"
"37","80","65","G"
"34","80","64","G"
"35","82","66","G"
"36","80","65","G"
"41","83","65","G"
"36","80","65","G"
"35","80","65","G"
"34","79","64","G"
"40","81","64","G"
"41","80","67","G"
"36","81","66","G"
"37","82","65","G"
"41","81","65","G"
"37","82","66","G"
"37","81","65","G"
"35","80","66","G"
"38","82","65","G"
"36","82","64","G"
"35","82","66","G"
"37","79","65","G"
"35","82","65","G"
"36","81","65","G"
"36","80","65","G"
"37","80","65","G"
"36","81","65","G"
"37","81","66","G"
"36","81","64","G"
"37","80","65","G"
"35","82","66","G"
"36","80","65","G"
"36","81","66","G"
"35","81","65","G"
"36","81","65","G"
"35","80","65","G"
"37","80","66","G"
"36","81","65","G"
"36","81","65","G"
"35","81","65","G"
"36","81","65","G"
"36","80","65","G"
"34","80","66","G"
"35","82","66","G"
"35","82","65","G"
"35","80","65","G"
"36","81","64","G"
"37","82","64","G"
"35","82","64","G"
"35","82","66","G"
"37","82","66","G"
"36","81","67","G"
"35","82","65","G"
"36","80","67","G"
"47","88","69","G"
"47","69","61","G"
"39","69","57","G"
"52","69","58","G"
"48","69","58","G"
"66","68","57","G"
"47","69","57","G"
"47","69","57","G"
"47","69","57","G"
"47","68","57","G"
"47","70","57","G"
"47","68","58","G"
"48","69","58","G"
"50","70","58","G"
"47","70","58","G"
"47","69","58","G"
"52","69","58","G"
"47","69","57","G"
"47","69","57","G"
"47","69","58","G"
"47","68","57","G"
"47","69","58","G"
"47","69","58","G"
"52","69","57","G"
"47","68","58","G"
"47","69","57","G"
"52","69","59","G"
"47","69","58","G"
"65","68","58","G"
"46","69","57","G"
"47","69","58","G"
"47","68","58","G"
"47","69","57","G"
"47","69","58","G"
"47","69","57","G"
"47","69","58","G"
"48","69","58","G"
"47","68","57","G"
"46","67","58","G"
"47","69","58","G"
"54","69","58","G"
"47","70","58","G"
"48","70","58","G"
"47","69","58","G"
"48","70","57","G"
"47","70","58","G"
"48","70","58","G"
"47","69","57","G"
"47","70","58","G"
"47","69","57","G"
"47","69","58","G"
"46","70","58","G"
"47","67","60","G"
"47","70","57","G"
"66","68","56","G"
"46","69","61","G"
"51","69","59","G"
"46","70","59","G"
"47","69","58","G"
"47","68","59","G"
"47","68","59","G"
"47","68","58","G"
"47","69","59","G"
"47","69","58","G"
"47","69","58","G"
"46","69","58","G"
"47","69","58","G"
"46","68","59","G"
"47","69","58","G"
"47","68","58","G"
"47","69","58","G"
"47","66","59","G"
"46","67","59","G"
"47","68","59","G"
"47","68","58","G"
"47","69","58","G"
"47","69","59","G"
"46","68","58","G"
"46","69","59","G"
"48","68","59","G"
"47","69","58","G"
"48","68","59","G"
"48","69","58","G"
"47","69","59","G"
"48","71","58","G"
"47","69","58","G"
"47","69","58","G"
"47","68","58","G"
"47","69","59","G"
"47","68","58","G"
"47","69","59","G"
"47","69","58","G"
"47","70","59","G"
"47","68","59","G"
"48","68","59","G"
"47","68","59","G"
"47","69","59","G"
"47","69","60","G"
"45","68","59","G"
"45","71","61","H"
"42","68","63","H"
"45","69","64","H"
"47","69","62","H"
"46","69","62","H"
"45","69","62","H"
"45","69","64","H"
"46","69","63","H"
"46","70","63","H"
"46","69","63","H"
"45","69","63","H"
"45","69","64","H"
"46","69","63","H"
"53","69","63","H"
"46","70","63","H"
"52","67","64","H"
"46","68","62","H"
"47","69","62","H"
"46","68","62","H"
"45","69","60","H"
"47","69","61","H"
"45","69","63","H"
"46","70","63","H"
"46","70","64","H"
"45","68","62","H"
"52","69","62","H"
"45","69","63","H"
"47","69","62","H"
"45","69","61","H"
"45","68","63","H"
"46","68","62","H"
"45","69","63","H"
"45","69","62","H"
"46","70","63","H"
"45","69","59","H"
"45","69","62","H"
"45","69","62","H"
"48","69","62","H"
"46","69","62","H"
"45","69","63","H"
"46","69","63","H"
"46","70","62","H"
"45","69","62","H"
"47","69","62","H"
"46","69","63","H"
"45","66","63","H"
"44","70","63","H"
"45","70","62","H"
"45","69","62","H"
"45","68","63","H"
"48","70","62","H"
"53","69","63","H"
"46","65","63","H"
"48","69","63","H"
"45","70","63","H"
"45","71","63","H"
"46","69","62","H"
"45","69","64","H"
"46","69","62","H"
"45","69","62","H"
"47","69","63","H"
"46","70","63","H"
"46","69","61","H"
"46","69","63","H"
"45","69","63","H"
"45","69","63","H"
"40","69","61","H"
"39","68","61","H"
"40","68","62","H"
"38","68","62","H"
"46","69","63","H"
"39","68","63","H"
"41","69","63","H"
"42","68","62","H"
"39","69","62","H"
"40","68","62","H"
"41","68","62","H"
"38","69","62","H"
"39","69","61","H"
"40","69","61","H"
"45","72","63","H"
"46","69","63","H"
"39","64","63","H"
"43","68","62","H"
"38","68","62","H"
"45","68","62","H"
"42","69","63","H"
"39","68","60","H"
"45","68","61","H"
"39","64","64","H"
"46","69","64","H"
"38","69","62","H"
"40","68","62","H"
"39","69","62","H"
"46","69","63","H"
"44","69","63","H"
"41","69","63","H"
"38","69","63","H"
"39","65","63","H"
"41","69","63","H"
"45","71","63","H"
"45","69","62","H"
"45","69","63","H"
"39","68","63","H"
"45","69","64","H"
"46","69","64","H"
"42","68","63","H"
"40","70","63","H"
"39","62","54","H"
"28","64","68","H"
"44","67","67","H"
"32","67","71","H"
"30","67","67","H"
"30","68","67","H"
"30","67","66","H"
"30","67","67","H"
"30","67","73","H"
"29","68","68","H"
"30","68","68","H"
"30","67","66","H"
"30","67","69","H"
"31","65","67","H"
"30","67","67","H"
"30","67","67","H"
"30","66","68","H"
"30","67","67","H"
"30","68","67","H"
"31","68","69","H"
"29","67","69","H"
"30","68","69","H"
"30","67","68","H"
"31","67","68","H"
"30","66","69","H"
"30","66","68","H"
"31","68","70","H"
"29","67","68","H"
"30","67","68","H"
"30","67","69","H"
"30","67","68","H"
"33","67","68","H"
"29","68","69","H"
"31","64","68","H"
"30","64","68","H"
"31","67","69","H"
"31","67","68","H"
"30","67","69","H"
"30","67","68","H"
"29","67","67","H"
"30","67","68","H"
"30","67","68","H"
"30","67","69","H"
"30","67","68","H"
"29","66","68","H"
"30","67","67","H"
"30","66","68","H"
"30","67","69","H"
"30","68","68","H"
"30","68","69","H"
"29","68","68","H"
"30","68","68","H"
"31","67","68","H"
"35","68","68","H"
"30","67","68","H"
"30","67","68","H"
"35","67","68","H"
"30","67","69","H"
"30","66","68","H"
"30","67","67","H"
"30","68","68","H"
"47","67","67","H"
"29","67","68","H"
"36","67","67","H"
"30","67","68","H"
"31","67","67","H"
"32","67","67","H"
"30","66","66","H"
"30","64","68","H"
"30","67","68","H"
"30","67","67","H"
"30","67","69","H"
"29","67","68","H"
"33","67","69","H"
"29","58","66","H"
"33","68","70","H"
"30","67","69","H"
"31","67","68","H"
"30","58","69","H"
"29","67","68","H"
"32","66","69","H"
"29","67","69","H"
"31","68","69","H"
"30","67","69","H"
"29","68","71","H"
"30","68","71","H"
"30","67","72","H"
"30","68","71","H"
"30","67","71","H"
"30","68","70","H"
"30","67","68","H"
"30","68","67","H"
"29","68","68","H"
"40","68","66","H"
"40","61","68","H"
"27","68","60","H"
"32","60","69","H"
"32","61","70","H"
"33","61","68","H"
"36","65","62","H"
"35","74","73","H"
"27","64","66","H"
"30","68","70","H"
"31","67","65","H"
"32","67","68","H"
"44","67","69","H"
"31","68","70","H"
"32","67","69","H"
"25","70","67","H"
"24","68","68","H"
"31","67","68","H"
"25","68","71","H"
"25","68","68","H"
"25","67","67","H"
"25","67","69","H"
"25","67","69","H"
"24","67","68","H"
"27","48","68","H"
"24","68","69","H"
"25","49","68","H"
"26","48","68","H"
"31","67","69","H"
"24","68","69","H"
"24","68","70","H"
"30","68","70","H"
"30","68","69","H"
"30","67","63","H"
"28","68","62","H"
"25","67","66","H"
"31","68","61","H"
"28","67","62","H"
"25","67","62","H"
"23","68","65","H"
"24","67","63","H"
"25","67","66","H"
"26","67","61","H"
"24","67","61","H"
"29","67","62","H"
"25","67","62","H"
"30","66","63","H"
"28","68","63","H"
"26","68","61","H"
"25","68","62","H"
"24","68","62","H"
"25","55","63","H"
"26","68","62","H"
"24","67","62","H"
"24","68","60","H"
"25","66","62","H"
"25","68","62","H"
"28","67","62","H"
"31","67","61","H"
"25","68","62","H"
"28","68","61","H"
"24","68","61","H"
"24","67","62","H"
"25","67","61","H"
"24","49","62","H"
"24","68","62","H"
"24","67","62","H"
"28","68","61","H"
"25","67","62","H"
"24","68","62","H"
"27","68","63","H"
"24","68","62","H"
"25","68","61","H"
"25","54","62","H"
"30","68","70","H"
"25","68","70","H"
"24","69","69","H"
"34","69","75","H"
"32","64","65","H"
"23","70","67","H"
"25","77","67","H"
"31","77","71","H"
"29","77","69","H"
"27","77","69","H"
"28","77","70","H"
"28","76","75","H"
"23","73","75","H"
"30","73","70","H"
"21","76","72","H"
"30","72","68","H"
"30","72","67","H"
"26","74","71","H"
"25","67","67","H"
"26","69","68","H"
"31","66","64","H"
"31","68","69","H"
"37","69","69","H"
"31","67","68","H"
"31","67","70","H"
"33","71","63","H"
"31","70","64","H"
"33","77","71","H"
"32","77","66","H"
"34","78","65","H"
"31","76","67","H"
"32","84","64","H"
"34","77","66","H"
"32","75","65","H"
"31","77","65","H"
"33","76","66","H"
"33","77","65","H"
"32","75","66","H"
"33","75","65","H"
"33","77","66","H"
"33","77","66","H"
"33","76","65","H"
"34","77","66","H"
"42","76","65","H"
"41","82","66","H"
"40","77","65","H"
"40","76","65","H"
"39","77","65","H"
"41","82","66","H"
"40","76","65","H"
"39","76","66","H"
"38","76","66","H"
"40","82","65","H"
"36","76","65","H"
"42","76","66","H"
"39","83","64","H"
"37","76","61","H"
"41","76","66","H"
"38","77","66","H"
"40","75","65","H"
"38","76","66","H"
"41","77","65","H"
"40","91","66","H"
"41","76","65","H"
"41","76","65","H"
"40","62","65","H"
"39","75","65","H"
"41","76","66","H"
"44","62","65","H"
"40","76","65","H"
"40","76","65","H"
"38","76","66","H"
"41","76","65","H"
"39","82","65","H"
"40","77","65","H"
"39","77","65","H"
"41","76","64","H"
"37","77","64","H"
"41","77","66","H"
"39","78","61","H"
"36","74","62","H"
"40","74","63","H"
"39","64","64","H"
"41","62","66","H"
"42","80","63","H"
"39","76","64","H"
"39","77","64","H"
"39","76","64","H"
"41","78","64","H"
"40","81","66","H"
"38","80","66","H"
"35","79","66","H"
"39","78","66","H"
"42","78","65","H"
"40","95","65","H"
"41","76","65","H"
"41","76","64","H"
"38","77","66","H"
"41","76","66","H"
"39","75","64","H"
"44","78","66","H"
"41","79","64","H"
"38","77","64","H"
"41","77","64","H"
"38","77","63","H"
"41","77","68","H"
"41","76","65","H"
"42","75","66","H"
"40","76","66","H"
"41","75","65","H"
"36","76","65","H"
"42","75","64","H"
"39","75","65","H"
"40","75","65","H"
"39","75","67","H"
"41","77","65","H"
"38","76","66","H"
"37","76","66","H"
"38","80","66","H"
"38","72","64","H"
"37","75","64","H"
"36","75","63","H"
"38","76","66","H"
"36","76","66","H"
"35","76","67","H"
"35","76","66","H"
"35","77","67","H"
"35","77","66","H"
"40","78","66","H"
"37","75","65","H"
"39","75","68","H"
"38","81","64","H"
"45","75","51","H"
"45","65","51","H"
"48","66","51","H"
"48","64","50","H"
"48","69","50","H"
"50","70","50","H"
"60","68","49","H"
"49","66","50","H"
"49","66","50","H"
"47","66","51","H"
"47","66","50","H"
"47","65","49","H"
"61","64","50","H"
"48","66","50","H"
"47","66","50","H"
"60","67","50","H"
"48","66","50","H"
"47","67","50","H"
"48","63","51","H"
"48","67","50","H"
"46","67","49","H"
"47","67","50","H"
"60","66","49","H"
"47","65","50","H"
"47","66","50","H"
"61","66","50","H"
"47","67","50","H"
"47","65","50","H"
"50","66","51","H"
"60","66","50","H"
"48","66","50","H"
"50","66","50","H"
"47","65","50","H"
"49","66","50","H"
"48","67","50","H"
"48","65","50","H"
"49","65","50","H"
"47","66","50","H"
"61","66","50","H"
"49","66","49","H"
"48","66","50","H"
"50","66","50","H"
"48","67","50","H"
"48","66","50","H"
"50","66","50","H"
"48","66","50","H"
"48","65","50","H"
"49","66","50","H"
"48","66","50","H"
"48","66","49","H"
"48","67","50","H"
"48","66","51","H"
"48","67","50","H"
"61","65","50","H"
"48","66","50","H"
"48","66","50","H"
"48","65","50","H"
"48","66","49","H"
"48","67","50","H"
"48","66","49","H"
"49","67","51","H"
"48","66","50","H"
"48","65","50","H"
"48","66","49","H"
"49","67","49","H"
"47","67","50","H"
"48","66","50","H"
"47","68","50","H"
"47","67","49","H"
"48","67","50","H"
"47","66","50","H"
"47","66","49","H"
"48","67","50","H"
"47","67","50","H"
"48","66","49","H"
"47","66","50","H"
"48","66","50","H"
"48","66","50","H"
"62","66","50","H"
"47","66","50","H"
"48","64","50","H"
"47","66","50","H"
"48","67","50","H"
"62","67","49","H"
"63","66","51","H"
"48","66","50","H"
"48","66","49","H"
"50","68","52","H"
"57","62","45","H"
"54","66","48","H"
"52","61","49","H"
"54","65","46","H"
"53","62","47","H"
